stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,2.68,0,0,0,0,1.34,0,0,6.69,0,1.34,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0
3Month,1.28,1.6,24,48.95,0,5.12,33.27,11.84,0,24.96,9.92,0.96,1938.89,2.88,8,9.28,13.44,0.96,0,0.96,2.56,0.64,0.32,4.48,0.32,0.32,5.44,6.72,0.64,0.32,2.56,10.24,12.48
22Month,0,1.64,8.2,16.4,0,2.19,25.69,6.01,0.55,219.76,1.09,1.09,1351.88,0.55,2.73,9.84,9.29,0.55,11.48,0.55,0,0,0,1.09,1.09,0,1.64,1.64,0,0,0.55,0,3.83
