stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,24.52,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,12.26,4.09,36.78,0,0,0,0,24.52,261.53,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,5.35,4.28,0,10.7,1.07,9.63,0,0,0,0,0,0,0,0,1.07,0,3.21,14.98,0,24.61,0,1.07,3.21,0,156.19,93.07,0,2.14,21.4,0,0,9.63,1.07,0,1.07,0,0,0
21Day,10.71,0,0,29.45,4.02,18.74,0,16.06,0,1.34,0,0,2.68,1.34,4.02,0,1.34,2.68,4.02,48.19,0,0,13.39,0,52.2,38.82,1.34,0,9.37,4.02,0,4.02,0,5.35,1.34,1.34,0,2.68
3Month,0.32,2.88,0,24.96,0,0,0.32,0.64,3.2,2.88,0,0,19.52,2.24,0.96,12.16,2.88,9.92,5.44,12.16,0.32,0,0.64,0.64,1.6,0.64,0.96,0.64,0.32,1.92,58.87,0.64,0,0,0.32,3.84,10.56,4.16
22Month,0.55,5.47,0.55,6.56,0,0,0.55,0,1.09,0,1.09,0,29.52,1.64,2.19,10.93,1.09,0,3.83,7.11,0,0,0,0,0.55,0.55,1.09,0.55,0,0,9.29,0,0,0,0,1.09,0,0.55
