stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,318.74,4.09,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,1.07,1.07,0,1.07,0,0,0,0,0,0,0,2.14,11.77,60.98,3.21,0,0,0,0,8.56,8.56,0,0,0,4.28,0,0,0,1.07,0,0,0,0
21Day,2.68,0,0,24.09,0,0,0,0,0,4.02,0,1.34,0,17.4,0,6.69,1.34,125.82,5.35,0,0,0,0,6.69,4.02,0,0,0,2.68,5.35,0,1.34,0,0,0,0,1.34
3Month,0.32,0.96,0.96,21.76,0.32,0,0.32,0.32,1.28,6.08,0,9.28,72.95,1.6,1.92,5.12,6.08,161.25,6.72,0.32,0,0.32,0.64,0.64,0,0.32,0.32,0,0,1.6,0.32,16.32,0,0,2.24,2.88,9.28
22Month,0,0.55,0,13.67,0,0,0,0,0,10.93,0.55,51.39,62.32,4.92,1.64,0.55,1.64,177.12,1.64,0,3.28,0,0,0,0,0,0.55,0.55,0,0,0,12.57,0,0.55,0,0,4.92
