stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,87.72,0,4.28,0,0,0,0,0,0,0,0,0,1.07,5.35,0,29.95,0,0,0,0,14.98,17.12,0,0,0,120.89,0,0,2.14,0,0,0,0,0
21Day,0,0,1.34,522.03,0,12.05,0,5.35,1.34,1.34,0,1.34,0,4.02,2.68,38.82,16.06,4.02,153.93,0,0,6.69,0,17.4,4.02,0,0,0,28.11,13.39,0,2.68,1.34,1.34,4.02,0,5.35
3Month,0,1.92,0.32,298.19,0.32,0,2.24,0,3.2,6.08,0,18.56,6.4,0.96,7.36,27.52,40.95,6.72,120.62,3.2,0,4.16,0.64,0.64,0,1.28,0.96,0,13.76,4.48,21.12,0.64,0,0,24.32,4.48,3.2
22Month,0,2.19,1.09,78.72,0,0,1.64,0,0.55,5.47,2.73,64.51,2.73,0.55,3.83,4.37,8.75,5.47,71.07,1.64,1.09,2.19,0,0,0,3.83,0.55,0.55,6.01,0,39.91,0.55,0.55,0,1.09,0,2.19
