stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,49.04,143.02,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,19.26,5.35,0,13.91,8.56,27.81,0,0,0,0,0,0,0,0,3.21,38.51,3.21,32.09,0,0,0,0,3373.05,246.05,7.49,7.49,51.35,1.07,0,43.86,0,4.28,3.21,0,0,0
21Day,10.71,0,1.34,26.77,2.68,14.72,0,0,1.34,0,2.68,0,4.02,0,1.34,8.03,0,16.06,0,0,6.69,0,797.77,49.53,4.02,1.34,6.69,24.09,0,6.69,2.68,8.03,1.34,0,0,0
3Month,0,0.96,0,6.08,0,0,0.32,0.32,0.64,0,1.92,1.28,0,1.28,0,1.28,1.28,5.12,1.6,0,0,0.64,52.79,1.6,8.32,4.16,0.64,0,9.6,2.24,0,0,0.32,2.24,3.2,0.64
22Month,0,0.55,0,6.01,0,0,0.55,0,1.64,0.55,12.57,0.55,0,0,0,0.55,1.09,7.65,0,1.09,0.55,0,51.93,1.09,16.4,27.33,0,0,13.67,7.11,0,0,0,8.75,0,0
