stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,4.28,1.07,2.14,0,0,0,0,0,0,0,0,0,0,19.26,19.26,0,3.21,0,0,1.07,0,113.4,10.7,9.63,1.07,16.05,1.07,0,5.35,0,4.28,0,0,0
21Day,1.34,2.68,0,21.42,17.4,2.68,0,0,0,1.34,0,0,1.34,0,2.68,1.34,145.9,36.14,6.69,14.72,0,0,2.68,1.34,49.53,8.03,5.35,0,14.72,1.34,1.34,1.34,0,1.34,0,0,0
3Month,0.64,0.96,1.28,27.2,6.72,0,0.64,0.64,0.32,12.16,2.56,0,16.32,2.56,0,4.16,95.02,8.32,6.4,14.4,1.6,0,3.84,0,39.35,0.64,26.88,0.64,0.32,0.96,30.08,0,0.32,1.28,13.76,6.08,1.6
22Month,0,5.47,0.55,22.96,3.83,0,0.55,0,0.55,1.09,2.19,3.83,36.08,2.19,0,2.19,26.79,3.83,8.75,16.95,1.09,0.55,2.73,0,18.59,0,21.87,0,0,0,15.85,0,0,0,1.64,0,0
