stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,1242.27,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,89.9,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1086.91,1.07,0,2.14,5.35,0,0,0,0,0,0,0,0,0,0,0,5.35,0,20.33,0,1.07,2.14,2.14,26.74,26.74,1.07,0,0,4.28,0,0,8.56,0,0,3.21,0,0
21Day,283.77,1.34,16.06,5.35,10.71,0,2.68,0,0,1.34,0,0,0,2.68,1.34,0,2.68,6.69,24.09,0,0,17.4,2.68,30.79,8.03,0,0,0,2.68,0,0,5.35,0,5.35,0,0,2.68
3Month,80.63,0,54.71,10.88,0,0.32,0.64,0.32,5.12,2.24,0,16,4.16,0.32,10.24,0.32,3.2,1.28,6.08,0.64,0.64,0.64,61.43,0.64,1.92,0.32,0.64,0,4.16,3.52,1.6,13.12,0,0,0.32,1.28,1.28
22Month,32.8,3.83,33.35,3.28,0,1.64,0,0,4.37,2.19,1.09,100.04,2.19,1.64,10.39,0,1.64,5.47,22.96,0.55,2.73,1.09,2.19,1.64,0,1.09,0.55,0.55,0,0,2.73,250.37,4.37,0,0,0.55,1.64
