stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,34.8,0,0,0,0,0,0,1.34,0,0,0,0,0,0
3Month,1.92,0.96,22.08,0.32,0,1.28,0.32,0.32,18.56,0.32,22.08,8,1.28,13.44,3.84,13.76,12.8,6.72,3.84,0.32,1845.79,0.64,0.96,0.32,0.96,1.6,0,0,8,10.24,0.64,2.56,7.68,8
22Month,2.19,0,9.84,0,0,0.55,0.55,1.09,13.12,0,33.35,2.19,0.55,7.11,1.09,0,7.65,17.49,0.55,1.09,1057.78,0.55,0.55,0,0.55,0,1.09,0,4.37,7.65,0.55,0,0,1.09
