stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,4.09,0,0,0,0,0,0,4.09,0,0,0,0,8.17,4.09,16.35,8.17,0,0,0,0,4.09,65.38,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,7.49,1.07,92,0,3.21,0,0,0,0,0,0,1.07,0,19.26,6.42,0,1.07,0,0,0,0,20.33,12.84,0,0,0,4.28,3.21,0,1.07,0,0,0,0,0
21Day,2.68,1.34,1.34,10.71,0,20.08,0,2.68,0,0,0,0,1.34,0,1.34,2.68,1.34,0,2.68,2.68,0,0,1.34,0,17.4,4.02,0,0,0,1.34,4.02,8.03,1.34,0,2.68,0,1.34,0
3Month,0,0,2.56,27.84,0.32,0,0.96,0.32,4.48,1.6,0,0,14.72,0.96,0,60.79,6.72,1.6,12.48,3.2,0.32,0,0.96,2.56,0.96,0,1.92,0.32,0,0.32,3.2,136.94,0,0,0,0.96,27.84,1.6
22Month,0,0.55,3.28,16.95,0.55,0,1.09,0,4.92,8.75,20.23,0,230.14,5.47,0,109.88,1.09,0,3.83,3.83,0,6.01,2.73,1.09,0,0,2.19,0.55,0.55,0,1.09,21.87,0,2.19,0,0,0,1.64
