stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,23.54,3.21,0,32.09,63.12,49.21,0,0,0,1.07,0,69.54,46,2.14,959.6,1.07,2.14,1.07,247.12,143.35,3.21,4.28,64.19,0,25.67,2.14,0,2.14,0
21Day,26.77,5.35,1.34,85.67,2.68,56.22,13.39,4.02,12.05,21.42,8.03,1.34,37.48,17.4,333.29,0,21.42,0,88.34,46.85,2.68,0,33.46,21.42,8.03,4.02,13.39,1.34,13.39
