stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,6.42,1.07,5.35,0,1.07,0,0,14.98,14.98,0,2.14,0,4.28,0,0,0,2.14,0,0,0,0,0
21Day,2.68,0,1.34,12.05,0,1.34,0,0,0,1.34,0,2.68,0,1.34,9.37,4.02,12.05,0,0,0,0,5.35,2.68,0,0,0,2.68,4.02,0,0,0,0,1.34,0,0,1.34
3Month,0,2.24,0,19.84,0,0,1.92,10.24,0,20.16,7.68,1.92,10.88,2.56,11.2,8.96,5.44,0.32,0.64,0.96,0.64,0.32,0.32,0.96,0,0,1.28,0.96,0.64,7.04,0.32,0,0,2.88,1.6,3.2
22Month,0,1.64,1.09,7.65,0,0.55,2.19,13.12,1.09,61.77,9.29,3.28,8.75,0,1.64,12.57,6.56,0,1.09,1.64,0,0,0,1.09,0,1.09,0,0,0,2.73,0,0.55,0,0,0,2.73
