stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,8.17,138.94,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,1.07,7.49,0,8.56,0,0,0,0,6.42,9.63,0,0,0,7.49,0,0,0,0,0,0,0
21Day,1.34,0,0,12.05,0,0,0,0,0,0,0,1.34,0,1.34,0,0,1.34,1.34,9.37,0,0,0,0,4.02,2.68,0,0,0,2.68,0,1.34,1.34,0,0,0,0
3Month,0.64,0.96,2.24,40.95,0.64,0,1.28,0.32,6.08,3.2,0.32,223.64,7.04,1.28,13.12,11.2,13.44,4.8,16,3.84,0.32,3.84,6.4,1.6,0.32,2.24,1.28,0,1.28,2.56,42.55,0.96,0.32,3.52,12.8,6.08
22Month,0.55,0.55,1.09,9.84,0,0,0.55,0,0,1.09,6.56,268.41,0.55,0.55,7.11,2.19,4.37,6.56,8.2,0,6.56,1.64,0.55,1.64,0,2.73,1.09,3.83,1.09,1.09,24.6,0.55,0,0.55,0,2.19
