stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,36.78,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,12.26,0,40.86,0,0,0,0,12.26,412.73,4.09,0,0,8.17,0,0,0,0,4.09,0,0,0
72hpf,9.63,0,0,13.91,10.7,10.7,0,3.21,0,0,0,0,0,0,1.07,0,5.35,34.23,0,33.16,0,0,0,2.14,100.56,117.68,1.07,1.07,0,14.98,1.07,1.07,16.05,1.07,2.14,0,0,0
21Day,9.37,1.34,0,32.12,0,16.06,0,6.69,0,1.34,0,0,6.69,0,10.71,1.34,1.34,20.08,1.34,37.48,0,0,8.03,0,21.42,42.83,0,1.34,0,17.4,4.02,0,5.35,1.34,2.68,0,0,0
3Month,0.96,8.32,1.92,124.14,1.28,0,0.64,2.56,18.24,14.08,0.32,0,106.86,13.76,5.12,40.95,14.08,33.59,25.6,42.55,7.68,0,13.44,8.64,2.88,2.56,9.6,3.2,0,0.96,3.84,157.42,2.24,0.32,0.64,6.08,39.99,16.64
22Month,0.55,2.73,3.28,38.27,0,0,1.64,3.28,6.56,26.24,3.28,0,243.81,7.65,10.93,20.77,1.64,4.92,22.41,18.04,0.55,1.09,7.11,1.09,2.73,0.55,2.73,2.73,2.19,0.55,0.55,27.33,2.73,1.09,0,0.55,0.55,10.39
