stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,16.35,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,10.7,4.28,1.07,0,0,0,0,0,0,0,0,0,1.07,3.21,29.95,0,21.4,0,0,0,0,12.84,4.28,0,2.14,0,55.63,0,0,5.35,1.07,0,0,0
21Day,2.68,0,0,38.82,2.68,1.34,0,1.34,0,0,0,0,2.68,0,1.34,0,1.34,32.12,4.02,64.25,0,0,4.02,0,8.03,2.68,1.34,13.39,0,32.12,5.35,0,0,0,0,0,0
3Month,0.32,5.44,0.32,132.78,2.88,0,1.6,1.28,6.72,3.2,5.76,0.64,18.24,3.84,2.24,7.04,9.28,184.93,6.72,210.53,39.67,0,3.84,3.2,4.48,0.96,1.6,5.44,0,7.68,3.52,4.48,0,1.6,2.56,3.2,4.48
22Month,0,12.03,1.64,24.05,1.64,0,0,2.73,1.09,1.09,2.73,10.39,28.43,3.83,2.73,1.64,1.64,12.57,1.64,104.96,2.73,1.64,3.28,0,1.09,1.64,0.55,2.73,0.55,1.64,0.55,1.09,0,0.55,1.09,0,0.55
