stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,7.49,2.14,0,0,0,0,0,0,0,0,2.14,53.49,2.14,0,3.21,0,1.07,0,0,17.12,9.63,2.14,0,0,0,0,0,0,1.07,0,8.56,0,0,0
21Day,5.35,0,14.72,18.74,0,0,1.34,0,0,0,0,0,8.03,111.1,26.77,8.03,1.34,12.05,0,0,0,0,13.39,10.71,0,0,2.68,2.68,0,1.34,1.34,0,1.34,28.11,0,0,1.34
3Month,1.28,2.24,7.36,37.75,0.64,4.48,0,34.23,8,0,21.76,7.04,0.32,1093.27,0.64,4.8,5.44,6.72,2.24,0,1.6,2.24,1.28,0,2.88,1.28,0,4.8,0.32,6.72,0,0.32,0,1.28,1.6,18.56,5.44
22Month,0,0.55,0.55,45.37,0,0,0,51.93,3.28,14.21,17.49,0,0,161.26,1.09,0,1.09,2.19,0,0.55,0.55,0,0,0,1.64,0.55,0,0.55,0,14.76,0.55,0.55,0,0,0,0,0
