stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,102.16,24.52,0,57.21,0,8.17,0,0,0,0,0,0,0,0,0,0,8.17,0,126.68,102.16,0,0,0,0,69.47,927.61,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,58.84,11.77,0,59.91,6.42,28.88,0,2.14,0,0,1.07,0,0,0,0,0,9.63,92,236.42,138,0,4.28,6.42,4.28,96.28,160.47,3.21,1.07,0,121.96,1.07,0,2.14,42.79,2.14,1.07,19.26,0,0,0
21Day,65.59,10.71,4.02,297.15,12.05,56.22,0,12.05,0,1.34,13.39,0,13.39,12.05,29.45,12.05,6.69,195.43,248.97,151.25,0,0,14.72,0,45.51,66.93,5.35,4.02,0,57.56,14.72,0,13.39,25.43,6.69,13.39,2.68,0,0,16.06
3Month,1.6,10.24,4.16,105.58,1.92,0,3.52,1.92,0,12.48,84.79,0.32,485.04,192.93,5.12,74.87,13.12,51.19,458.17,57.27,5.44,1.92,6.08,18.88,5.44,1.92,5.44,1.28,0,3.2,12.16,0.96,256.6,3.2,0,0,2.24,26.56,365.06,18.88
22Month,1.09,17.49,14.21,107.14,0.55,0,6.01,1.09,1.64,12.03,497.46,32.8,2359.36,156.34,12.03,120.26,8.75,32.25,767.5,60.13,0.55,16.95,12.03,1.64,3.28,0,6.01,7.11,11.48,1.09,3.28,0,73.25,5.47,7.11,0,1.64,3.28,2.19,21.32
