stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,11.77,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,1.07,0,0,0,0,5.35,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0
21Day,1.34,13.39,0,0,2.68,0,1.34,0,0,0,0,0,16.06,1.34,0,0,1.34,2.68,0,0,5.35,0,8.03,1.34,2.68,0,0,1.34,0,0,0,1.34,0,0,0,0,12.05
3Month,0,9.92,0,12.8,0,0.32,3.2,0.96,6.72,0.32,39.03,4.48,8,3.84,0.32,2.56,5.76,23.36,0.32,0,3.52,2.24,0.64,0,15.36,0.32,0,0,0.96,2.88,0,0,0,0.32,1.6,2.88,28.48
22Month,2.73,26.79,16.95,48.65,0,5.47,3.28,6.01,43.73,164.54,8151.17,10.93,21.32,30.61,2.19,4.37,18.59,27.88,0,149.78,6.56,1.09,1.09,0,28.43,9.29,12.03,1.64,2.73,1.09,4.37,14.76,0.55,1.09,1.64,0,9.84
