stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,5.35,4.28,0,0,0,1.07,0,3.21,0,0,0,0,0,0
21Day,0,0,0,6.69,0,0,2.68,0,0,0,0,0,1.34,0,0,1.34,0,2.68,0,0,0,4.02,1.34,0,0,0,0,0,14.72,0,1.34,0,0,0,1.34
3Month,0.64,1.28,0.32,21.76,0,0.64,1.6,1.28,4.16,0.32,19.52,5.12,0.32,6.72,3.2,8.32,4.8,5.12,0.32,0.96,1.28,4.48,0.32,0.96,0,0,0.64,4.48,632.86,0.64,0,0.32,5.12,61.11,3.2
22Month,0,0.55,0.55,4.92,0.55,0,0,1.64,1.09,1.64,16.4,0,0,1.64,0.55,0.55,3.28,1.64,0,0,0.55,1.64,0,0.55,0.55,64.51,0,0.55,129.01,0,0.55,0,0,0,0.55
