stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,20.43,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,16.35,16.35,0,0,0,0,32.69,281.96,0,0,0,4.09,0,0,0,0,0,0
72hpf,4.28,4.28,0,16.05,1.07,2.14,0,0,0,0,0,0,0,1.07,0,4.28,14.98,3.21,17.12,0,0,1.07,0,34.23,57.77,0,0,0,19.26,0,0,5.35,0,0,0
21Day,14.72,0,9.37,25.43,1.34,6.69,0,1.34,1.34,2.68,1.34,2.68,0,4.02,5.35,9.37,6.69,13.39,26.77,0,0,6.69,1.34,5.35,22.76,2.68,1.34,0,26.77,2.68,2.68,8.03,0,0,1.34
3Month,0.32,3.52,0.64,29.76,0.96,0,0,0.64,4.48,3.52,0,59.19,2.24,0.32,6.72,1.92,9.92,11.2,16.96,9.28,0,7.68,1.92,1.28,0.32,3.84,0.32,0,0,2.24,14.4,0.32,1.28,21.44,0.64
22Month,0,6.01,2.19,18.59,0.55,0,1.09,1.09,2.73,4.37,12.57,141.04,2.19,0,6.56,0.55,2.19,10.93,15.85,0.55,7.11,7.11,0.55,0.55,0,4.92,1.64,3.28,0.55,1.09,3.28,1.09,2.19,0,0.55
