stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,85.81,36.78,0,0,0,0,159.37,686.52,0,0,32.69,0,0,0,0,0,8.17,0,0,0
72hpf,17.12,6.42,4.28,14.98,11.77,0,0,0,0,0,1.07,0,1.07,0,2.14,14.98,35.3,43.86,0,1.07,0,1.07,422.57,510.29,1.07,74.89,123.03,0,0,1153.23,0,1.07,75.96,0,0,0
21Day,18.74,1.34,18.74,1.34,6.69,0,1.34,0,1.34,0,0,1.34,8.03,0,0,2.68,91.02,60.23,0,0,1.34,0,105.74,161.96,0,97.71,22.76,17.4,1.34,333.29,6.69,6.69,21.42,0,0,2.68
3Month,0,0.64,13.44,0,0,0,0,0,1.6,0,2.88,0.64,1.6,1.28,0.64,1.28,28.16,3.52,1.28,0,0.32,0,0.64,1.6,0.32,21.76,0,0,1.6,4.8,0,0,0.64,0.96,2.56,2.88
22Month,0.55,1.64,9.84,0.55,0,1.64,0,0.55,1.09,0.55,18.59,1.09,1.09,0.55,0.55,1.09,51.39,10.39,0.55,1.09,0,0,0.55,1.64,0,34.44,0,0.55,3.28,18.04,1.09,0,0,0,0,1.64
