stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,12.26,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,1.07,0,0,0,3.21,0,0,0,0,0,0,0,11.77,1.07,0,0,0,0,11.77,1.07,0,0,6.42,0,0,1.07,0,0,0,0,0
21Day,0,0,6.69,10.71,2.68,1.34,0,0,0,2.68,0,0,0,0,9.37,1.34,1.34,1.34,14.72,16.06,0,0,1.34,14.72,2.68,0,0,5.35,4.02,0,2.68,0,4.02,0,0,2.68
3Month,0,1.92,1.6,25.28,0,0,0.64,0.32,3.84,39.35,0,0,8,52.15,1.28,2.88,2.56,12.48,36.15,7.36,0.32,0,8,3.52,0.32,3.84,0.64,0,2.24,6.4,0.64,0,0.96,2.56,1.92,11.84
22Month,0,2.19,0.55,14.21,0,0,1.09,1.09,2.19,87.46,1.09,0,28.97,7.65,4.92,6.01,1.09,1.64,58.49,6.01,0,1.64,6.01,0.55,0.55,0.55,1.09,0,1.09,1.64,2.19,2.19,0,0,0,7.11
