stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,8.17,0,0,0,0,0,8.17,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,9.63,1.07,0,0,2.14,0,0,0,0,0,0,0,0,5.35,40.65,0,8.56,0,0,0,1.07,24.61,14.98,2.14,0,1.07,0,1.07,3.21,0,3.21,0,0,0
21Day,4.02,5.35,6.69,101.73,4.02,52.2,0,28.11,0,1.34,6.69,0,4.02,1.34,13.39,9.37,8.03,16.06,20.08,54.88,0,0,10.71,0,6.69,10.71,4.02,2.68,30.79,8.03,2.68,4.02,0,0,0,0,17.4
3Month,0.32,12.16,4.8,164.45,0.32,0,2.88,4.48,0.64,72.63,24,0.96,85.75,13.76,3.2,133.74,9.6,43.83,23.68,38.07,4.8,0.32,41.27,7.04,10.24,1.28,17.92,4.48,1.92,2.24,69.11,1.6,0,0,18.88,9.6,40.31
22Month,0.55,14.76,6.01,62.87,1.09,0,6.56,9.29,0,16.95,42.64,6.01,121.36,13.67,7.65,107.69,4.37,9.84,32.8,49.75,1.09,4.37,19.13,1.09,4.37,0,8.75,4.37,2.19,0.55,25.15,0,1.09,0,3.28,0,18.59
