stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,8.17,4.09,0,16.35,0,2206.66,36.78,0,0,0,8.17,0,0,0,0,4.09,16.35,20.43,44.95,0,0,0,0,16.35,343.26,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,840.86,72.75,0,2832.81,53.49,375400.41,129.44,0,7.49,1.07,0,5.35,0,14.98,1.07,115.54,1496.64,387.26,575.55,0,33.16,14.98,3.21,5961.95,1495.57,4.28,112.33,783.09,127.31,1.07,228.94,39.58,124.1,33.16,0,0
21Day,556.83,44.17,48.19,1034.69,40.16,195840.78,1386.72,17.4,44.17,1.34,0,192.75,121.81,309.2,163.3,78.97,1116.34,692.02,1215.39,2.68,2.68,210.15,6.69,1651.75,645.17,28.11,66.93,489.9,2968.87,10.71,99.05,78.97,1175.23,52.2,6.69,190.07
22Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,14.76,0.55,0,0,0,0,0
