stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,24.52,0,0,0,20.43,245.18,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,2.14,0,4.28,7.49,3.21,0,0,0,0,0,0,0,0,0,2.14,6.42,2.14,11.77,0,0,0,825.88,56.7,0,1.07,6.42,1.07,0,7.49,0,0,1.07,0,0
21Day,8.03,2.68,1.34,17.4,1.34,9.37,0,1.34,0,0,0,0,0,2.68,1.34,1.34,9.37,1.34,10.71,0,0,4.02,420.3,18.74,0,2.68,4.02,12.05,0,2.68,1.34,1.34,0,0,2.68
3Month,0,0,0.32,3.2,0,0,0,0,0.32,1.28,0,5.76,0.32,0,0.64,0.32,0.64,0.64,1.92,0.32,0,0.32,0.96,0,0,0,0,0.32,1.28,0,0,0,0,0.96,0.32
22Month,0,1.09,0,6.01,0,0,0.55,0,1.09,1.64,2.19,58.49,1.09,0,8.2,0,0.55,1.09,3.83,0,0.55,0.55,1.09,0,0.55,1.09,0,0,0.55,0,0,0,0,0.55,0
