stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,12.26,40.86,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,24.61,4.28,0,29.95,8.56,27.81,0,0,0,0,1.07,0,0,0,0,7.49,32.09,5.35,55.63,0,0,2.14,1.07,3672.59,97.35,1.07,23.54,32.09,0,0,38.51,22.47,9.63,6.42,0,0,0
21Day,25.43,1.34,1.34,32.12,1.34,44.17,0,1.34,1.34,0,0,2.68,1.34,16.06,5.35,2.68,12.05,9.37,85.67,0,1.34,4.02,0,1479.08,30.79,8.03,22.76,32.12,28.11,0,21.42,41.49,151.25,6.69,0,0,5.35
3Month,0,0.96,0.32,9.92,0,0,0.64,0,1.92,0.96,10.24,7.36,13.76,0.32,3.84,1.28,1.6,1.28,12.8,2.24,0,0.96,1.6,33.59,7.68,24.96,7.04,0.64,1.92,51.19,12.48,0.64,0,15.68,0.96,48.63,1.6
22Month,0,5.47,0,12.57,0,0,1.09,0,0.55,0,60.13,18.59,11.48,0.55,0,0,2.73,14.76,19.68,1.64,1.09,0.55,0,62.32,6.01,29.52,25.15,0,1.09,17.49,49.75,20.77,0,4.92,0.55,0,1.09
