stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,16.35,0,0,0,0,0,0,8.17,0,0,0,0,4.09,4.09,16.35,24.52,0,0,0,0,5120.26,183.89,4.09,0,0,0,0,0,0,0,927.61,0,0,0
72hpf,20.33,8.56,0,16.05,5.35,28.88,0,0,0,0,0,1.07,0,0,0,6.42,60.98,2.14,36.37,0,4.28,1.07,1.07,2905.55,134.79,2.14,6.42,55.63,1.07,0,21.4,2.14,2.14,1236.68,0,0,0
21Day,10.71,0,1.34,22.76,0,17.4,6.69,0,1.34,0,0,5.35,0,6.69,0,0,17.4,8.03,25.43,0,0,9.37,0,548.8,17.4,4.02,1.34,12.05,18.74,0,0,1.34,13.39,198.1,0,0,2.68
3Month,0.32,0.96,0.32,6.08,0,0,0.32,2.88,4.8,0,0,25.28,6.72,1.28,4.48,0.96,2.24,4.8,3.2,0.96,0,0.96,3.84,9.28,0.32,8,0,0.32,0.64,7.68,0,0,0,17.28,0.96,1.92,0.64
22Month,0.55,0.55,0.55,3.83,0,0,0,1.09,14.76,1.09,0,47.56,5.47,1.09,8.2,0.55,0,7.11,4.92,0,0.55,1.64,0,9.84,0,11.48,0,0.55,0,2.19,1.09,0,0,0.55,0,0,2.19
