stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.79,4.09,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,51.35,1.07,4.28,0,0,0,0,0,0,0,0,0,359.45,43.86,3.21,5.35,0,1.07,0,23.54,5.35,0,0,0,2.14,0,0,4.28,0,0,0,0,0,0
21Day,2.68,0,1.34,360.07,0,17.4,0,0,0,0,0,0,1.34,6.69,1.34,495.26,26.77,5.35,5.35,0,0,1.34,14.72,13.39,0,0,0,2.68,9.37,0,1.34,0,2.68,1.34,0,0,1.34
3Month,1.28,3.52,1.6,581.67,0.64,0,1.28,0.32,2.56,5.12,0,28.48,10.56,1.6,15.36,501.04,21.76,4.16,6.4,0.32,1.6,1.6,2.24,0,2.56,1.92,0,0.64,4.16,15.04,3.2,0.32,0,0.32,67.51,9.92,8.32
22Month,0,4.37,0.55,464.11,0,0,1.09,0,0.55,3.83,2.73,55.76,4.92,0,6.56,161.81,6.56,4.37,6.01,2.73,1.09,0,0,0.55,6.01,2.19,0.55,0,0,9.84,2.73,1.09,0,0,1.09,0,1.64
