stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,0,0,0,0,0,36.37,0,0,0,0,0,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,0,0,14.72,1.34,0,0,0,0,0,2.68,0,1.34,96.37,0,1.34,0,0,1.34,0,0,0,0,0,0,0,0,1.34,0,0
3Month,0.32,0.96,86.07,0,0.32,0.96,0,3.52,0.64,0,8.96,1.28,1.92,2.88,1.28,0.32,0,0,0.32,0.32,0.32,0,0.32,0,1.28,1.6,0,0.64,0.32
22Month,0.55,0,3.83,0,0.55,0,1.09,15.85,0,0,3.28,0,0.55,1.64,0.55,0,1.09,0,0,0,0,0.55,0,0,0,0.55,0.55,0,0
