stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,88.79,0,0,0,0,0,0,0,0,0,0,0,25.67,196.84,0,1.07,0,0,0,0,11.77,10.7,0,0,2.14,0,0,0,0,0,0,0
21Day,4.02,0,10.71,76.3,2.68,1.34,0,0,14.72,0,0,1.34,0,1.34,16.06,0,28.11,0,4.02,0,0,0,0,2.68,4.02,2.68,0,2.68,4.02,0,0,0,0,0,1.34
3Month,0,1.92,26.24,292.75,0,0,3.2,0,446.33,9.6,0,66.55,7.04,0.32,845.95,4.8,19.84,6.4,9.6,1.6,0.32,39.03,1.6,0.64,0,41.59,1.92,0.32,7.68,6.4,0.64,0,4.16,9.6,10.24
22Month,0,1.64,56.31,46.47,0,0,1.64,0.55,167.28,8.2,2.73,61.23,2.73,0,1429.5,1.09,0.55,9.29,5.47,0,3.83,19.13,1.09,0.55,0.55,32.25,0,0.55,3.28,3.28,1.64,0.55,0.55,0,2.19
