stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,16.35,4.09,0,24.52,8.17,0,0,0,0,0,0,0,0,0,8.17,8.17,8.17,44.95,0,0,40.86,4589.03,0,8.17,0,0,0,0,0,4.09,0,0
72hpf,6.42,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,4.28,0,2.14,0,0,29.95,238.56,4.28,8.56,0,0,98.42,1.07,0,0,0,0
21Day,1.34,0,0,5.35,0,2.68,0,0,0,0,1.34,0,1.34,0,0,0,0,4.02,0,0,6.69,91.02,0,0,0,1.34,40.16,0,1.34,0,0,0
3Month,0.32,0,0,0.96,0,0,0.32,0,0.64,0,5.12,0.64,0.64,0.32,0,0,0.32,0.96,0,0,0,0.64,0.64,0,0.32,1.28,0,0,0,0,0.32,0.32
22Month,0,0.55,0.55,1.09,0,0,0,1.09,3.28,2.19,58.49,1.09,0.55,3.28,0,1.64,0.55,3.83,0.55,0.55,0,0.55,0,0,0,1.64,0.55,0,0,0,0,0
