stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,61.3,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,5.35,6.42,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,5.35,0,0,0,0,7.49,22.47,0,0,5.35,0,0,5.35,0,0,0,0,0
21Day,10.71,2.68,13.39,60.23,0,1.34,0,0,1.34,0,0,0,1.34,1.34,1.34,4.02,0,20.08,0,0,2.68,0,5.35,9.37,0,0,5.35,2.68,1.34,10.71,2.68,1.34,0,0,0
3Month,0,4.16,25.28,0,0.32,0,0.32,2.24,0.32,0,2.88,1.92,0,1.92,1.92,8,0,7.04,1.28,0.32,3.2,0.64,1.92,0,2.56,0.96,0,0.96,55.35,0,0,0,0.96,7.04,0.32
22Month,0,10.93,21.87,0,3.83,1.64,0,0.55,2.19,0.55,18.59,4.92,2.73,3.83,2.19,4.37,3.83,21.32,0,1.09,3.28,0.55,2.73,0.55,3.28,2.73,1.09,0,1.64,0,0,0,0,0,2.73
