stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,0,0,0,16.35,629.31,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,4.28,4.28,0,4.28,4.28,4.28,0,0,0,0,0,0,0,0,0,0,0,11.77,0,52.42,0,0,2.14,318.8,119.82,0,2.14,0,64.19,0,0,21.4,1.07,1.07,0,0,0,0
21Day,16.06,12.05,0,10.71,1.34,9.37,0,1.34,0,0,0,0,0,1.34,4.02,1.34,1.34,6.69,2.68,208.81,0,0,16.06,182.04,92.36,0,8.03,0,101.73,6.69,1.34,12.05,1.34,9.37,5.35,0,0,1.34
3Month,0,4.8,0,12.48,0.64,0,0.32,0,0.64,1.6,2.24,0,8,2.24,0,3.2,0.32,4.16,1.92,25.28,4.8,0,1.92,3.52,0.64,1.92,8.64,0,0.64,0.32,16.96,5.76,0,0,0.96,5.76,27.84,1.92
22Month,0.55,11.48,1.64,9.29,0,0,0,0,0,4.37,4.92,12.03,54.12,2.19,0.55,6.01,0,1.64,4.92,17.49,0,1.64,3.28,3.83,1.09,3.83,20.23,0.55,0.55,0,3.28,6.56,0,0,0.55,1.64,0.55,1.64
