stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,2.14,0,4.28,0,0,0,0,2.14,7.49,0,0,0,0,3.21,3.21,0,6.42,0,0,0
21Day,1.34,0,0,2.68,0,0,0,0,0,0,0,0,0,6.69,2.68,8.03,0,0,0,0,2.68,1.34,0,0,1.34,0,2.68,29.45,8.03,5.35,0,0,0
3Month,0,3.2,0,4.16,0.32,0,1.6,1.6,0,6.72,0.32,1.28,0.32,2.24,0.64,21.12,5.44,0,0.64,0.96,0.32,0,4.48,1.92,0,0.64,0,0,0,2.88,0.32,0.32,0.64
22Month,0,7.11,0.55,7.65,0,0.55,0.55,1.64,1.09,51.93,1.09,3.83,1.09,1.64,3.83,26.79,1.09,2.73,1.09,0,0.55,0,7.65,3.28,0,1.09,10.39,38.81,0,0,0,0,0
