stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,0,1.07,0,0,0,0,0,0,0,0,13.91,0,1.07,0,0,0,0,2.14,5.35,0,1.07,0,0,0,0,1.07,0,0,0
21Day,0,0,0,12.05,0,0,0,0,2.68,1.34,0,0,2.68,2.68,4.02,18.74,6.69,1.34,0,0,1.34,0,0,2.68,0,0,0,0,1.34,0,1.34,0,0,5.35
3Month,0,0.96,4.16,95.02,0.32,1.6,1.6,11.84,26.56,0,13.76,18.88,1.92,105.26,2.24,17.92,28.16,4.16,0.32,0,10.88,1.6,0.32,0.32,0.96,0.64,2.24,0.32,23.68,0.32,0,2.24,5.12,41.27
22Month,0,3.83,8.75,26.79,0.55,0.55,2.73,9.29,107.14,182.58,38.27,16.95,9.84,174.93,2.73,7.11,41.55,4.92,0.55,2.19,1.09,0.55,0,0,2.73,0,0,0,3.28,0,0.55,1.64,0,18.04
