stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,44.95,0,0,4.09,0,0,0,0,0,0,0,0,20.43,12.26,20.43,0,0,0,0,8.17,85.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,9.63,5.35,3.21,0,0,0,0,21.4,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,1.34,0,0,16.06,2.68,0,1.34,0,1.34,0,0,0,0,0,0,17.4,8.03,8.03,0,0,0,0,32.12,2.68,0,0,0,2.68,1.34,0,1.34,0,0,0,0,0
3Month,0,0.64,0.64,27.84,0,0,0,2.56,1.92,0,29.12,4.8,0.64,8,1.92,8.64,3.84,8.32,1.92,0,0.96,2.24,0.96,0,0.64,0.96,0,0.32,0.32,29.12,0.32,0.32,0,1.28,6.72,4.16
22Month,0.55,3.83,1.09,10.39,0,1.09,1.09,1.09,14.76,3.83,232.87,1.64,3.28,19.68,1.09,3.83,12.57,13.12,0.55,2.73,1.09,0,1.64,0,1.64,0,0.55,0,0.55,17.49,1.09,0,0.55,0,0,2.19
