stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,55.63,1.07,2.14,0,2.14,0,0,0,0,0,0,0,0,1.07,311.31,0,1.07,0,4.28,0,0,22.47,8.56,0,0,0,3.21,0,0,0,0,0,0,0,0
21Day,9.37,0,0,153.93,0,9.37,0,0,0,0,0,0,8.03,0,0,1.34,0,100.39,0,5.35,0,0,1.34,0,12.05,2.68,0,0,0,1.34,4.02,0,0,0,5.35,0,0,0
3Month,0.64,3.84,3.2,476.4,0,0,3.84,0.64,0.32,31.36,8,0,140.14,13.12,0.96,48.63,7.68,700.37,8,7.68,2.24,0.96,7.68,2.88,1.28,0.32,2.56,0.64,0,0.64,5.76,10.88,0.96,0,0,6.4,5.76,11.84
22Month,1.09,7.11,3.83,75.98,0,0,1.09,1.09,0,27.33,26.79,12.03,372.27,8.2,7.11,97.3,1.64,74.35,20.77,8.75,0.55,6.01,2.73,0.55,0,1.09,1.64,1.64,0.55,0.55,0,25.15,1.64,0.55,0,0,0,7.65
