stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,4.09,0,0,44.95,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,17.12,8.56,9.63,0,0,0,0,0,0,0,0,10.7,11.77,0,22.47,0,0,0,1.07,609.78,25.67,0,39.58,109.12,0,0,13.91,0,2.14,0,0,0
21Day,2.68,0,10.71,12.05,5.35,8.03,0,0,0,0,0,0,0,4.02,1.34,2.68,0,53.54,0,0,1.34,1.34,263.69,4.02,0,9.37,17.4,10.71,2.68,8.03,5.35,1.34,0,0,0
3Month,0,12.8,6.72,6.4,1.28,0,0.32,0.32,0,1.92,3.2,1.92,0,1.28,0,0.96,1.28,10.56,1.92,0,0.64,41.27,6.4,0,2.56,20.48,3.52,0.32,12.16,1.28,0,0.32,0.96,0.64,0.64
22Month,0,31.16,2.19,2.73,0,0,0,0,1.64,2.19,15.31,1.09,0.55,2.19,0,0.55,2.19,14.76,3.28,0.55,3.83,6.56,6.56,0,7.65,58.49,5.47,0.55,23.51,8.75,0,0,0.55,0,0.55
