stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,8.17,8.17,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,0,6.42,24.61,0,2.14,0,0,0,0,4.28,1.07,1.07,0,0,3.21,0,0,0,0,0,0,0,0
21Day,1.34,0,4.02,119.13,1.34,13.39,0,0,0,0,1.34,0,0,2.68,4.02,2.68,74.96,14.72,385.5,8.03,16.06,0,0,1.34,0,18.74,5.35,6.69,0,0,2.68,5.35,0,1.34,1.34,1.34,0,0,6.69
3Month,0,6.4,52.47,185.57,0,0,4.48,0.32,0.32,35.19,13.12,0,0,342.35,23.04,0.64,956.01,19.84,25.28,26.88,17.28,0.96,0.32,1.92,7.68,6.08,0,64.63,1.28,0,0.64,6.4,51.83,0.64,0,0,4.48,14.72,26.56
22Month,0,4.37,37.72,132.84,0,0,2.73,0,0,92.38,10.39,36.63,0,534.08,19.68,2.73,1523.53,7.11,11.48,44.28,12.57,0.55,12.57,1.64,0,2.73,0.55,52.48,1.64,7.65,0.55,2.19,39.36,0.55,0,0.55,0.55,0,22.41
