stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,20.43,4.09,0,0,0,0,0,0,8.17,0,0,0,0,4.09,12.26,8.17,44.95,0,0,0,4.09,32.69,187.97,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,23.54,4.28,12.84,0,0,0,0,0,0,0,0,0,0,10.7,23.54,3.21,34.23,0,3.21,0,2.14,231.07,92,1.07,3.21,0,38.51,2.14,0,16.05,1.07,1.07,7.49,0,0,0
21Day,17.4,1.34,6.69,42.83,9.37,13.39,0,8.03,2.68,4.02,0,0,1.34,1.34,25.43,12.05,8.03,16.06,13.39,49.53,0,1.34,5.35,0,64.25,46.85,5.35,2.68,0,21.42,10.71,1.34,5.35,2.68,1.34,2.68,0,0,6.69
3Month,2.24,10.24,7.04,66.87,0.64,0,1.28,1.6,19.2,18.56,0.96,0,81.59,13.76,2.88,246.68,8.64,16.96,27.52,31.99,6.4,0.32,8.96,21.76,6.72,0.64,8,6.08,0,3.52,6.08,81.59,0.32,0,0,1.28,6.72,9.92,31.67
22Month,0,14.21,7.65,20.77,0,0,2.19,1.09,10.39,22.96,21.32,0,164.54,8.75,5.47,242.17,1.64,5.47,27.33,26.24,0.55,2.19,7.11,1.09,3.83,0,6.56,9.84,1.09,1.09,0,18.59,6.01,1.64,0,0.55,1.64,0,13.12
