stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,16.35,0,0,0,0,12.26,273.79,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,6.42,0,0,0,0,40.65,49.21,0,2.14,0,4.28,0,0,11.77,0,1.07,0,0,0
21Day,5.35,0,0,5.35,0,1.34,0,1.34,0,0,1.34,0,0,0,0,0,0,5.35,0,8.03,0,0,0,0,12.05,12.05,0,0,0,1.34,0,0,2.68,0,1.34,0,0,0
3Month,0,2.24,2.56,15.04,0.64,0,0.96,0.32,0,2.56,7.68,0.32,38.71,8.96,0.96,10.24,2.24,6.4,5.76,7.04,2.88,0,1.6,0.64,2.24,0.64,0.96,0.32,0,0.64,3.2,4.8,0,0,0,0.64,1.92,7.36
22Month,1.09,9.84,2.73,24.6,0.55,0,3.83,0,1.09,4.37,36.08,15.31,268.41,7.65,6.56,41,0.55,6.56,18.59,22.41,1.64,10.93,7.65,0.55,2.73,1.64,2.73,3.83,3.28,0.55,0.55,2.19,3.28,2.73,0,1.09,0,14.76
