stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,12.26,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,75.96,0,1.07,1.07,0,0,0,0,1.07,0,0,0,0,0,0,4.28,0,10.7,0,0,0,0,3.21,6.42,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,319.91,2.68,2.68,14.72,0,0,0,0,0,0,2.68,0,1.34,0,1.34,0,1.34,5.35,0,0,0,0,6.69,5.35,0,0,1.34,2.68,0,0,1.34,0,0,0
3Month,0.96,1606.15,1.28,20.16,0,0,0.96,1.92,2.56,8.64,0,38.07,20.16,0.32,18.56,9.92,20.8,7.36,14.4,1.92,0,7.36,2.88,3.2,0.64,2.24,1.6,0.32,9.28,0.32,16.96,0.96,18.56,9.92,8.64
22Month,1.09,1473.78,0.55,13.12,0,2.73,0.55,0,0.55,14.21,2.73,124.09,3.83,1.64,14.76,4.37,2.19,6.56,16.4,0,3.83,1.09,0.55,3.28,0,7.11,1.64,1.09,0.55,0,6.56,0,3.28,0,1.64
