stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,3.21,0,2.14,1.07,2.14,0,1.07,0,0,0,0,0,1.07,0,1.07,1.07,0,13.91,0,0,0,8.56,2.14,0,0,0,0,1.07,3.21,1.07,0,0,0,0,0
21Day,0,0,0,4.02,1.34,17.4,0,2.68,0,1.34,0,1.34,0,1.34,0,0,1.34,2.68,30.79,0,0,0,8.03,0,1.34,0,1.34,1.34,2.68,1.34,0,1.34,0,0,0,0
3Month,0,0.96,0.32,4.8,0,0,0.32,0.32,0.64,4.8,0,4.48,8,0.64,1.6,0,3.2,1.92,54.39,0.96,0,2.24,0.64,0,0,0,0,0.32,32.63,0,0,0,0,0.64,32.63,6.72
22Month,0.55,1.09,1.64,16.95,0,0,0,0,0,3.83,1.09,18.59,2.73,0.55,1.64,0,1.09,3.28,155.25,0,0.55,0.55,0,0.55,0.55,2.19,0,2.19,6.56,0,2.73,0,0.55,0,0.55,3.28
