stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,85.81,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,12.26,0,0,0,0,4.09,204.32,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,70.61,0,5.35,4.28,0,0,0,0,0,0,0,0,0,0,4.28,0,66.33,0,0,3.21,0,87.72,22.47,1.07,0,28.88,1.07,0,0,5.35,9.63,5.35,0,0,0
21Day,1.34,65.59,0,24.09,6.69,0,0,0,0,0,0,2.68,0,0,0,2.68,1.34,52.2,0,0,10.71,0,13.39,18.74,0,0,2.68,5.35,1.34,1.34,24.09,82.99,1.34,0,0,0
3Month,0,140.14,0.32,11.84,0,0.32,0,0.64,1.6,2.56,0,7.36,2.56,3.2,0,2.56,2.56,15.68,0.32,0,2.56,0.32,0.96,0.32,1.92,0.32,0.32,1.28,5.12,0.32,0.32,0,0.96,13.12,1.6,1.6
22Month,0,153.61,0,3.28,0,0,1.09,0,0.55,4.37,2.19,34.99,1.64,3.83,0,1.64,4.37,9.84,1.09,1.09,1.64,0,0,0,0,0,0,0,2.19,1.09,0,0,0,1.64,0,1.09
