stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,1.07,5.35,0,0,6.42,3.21,0,0,0,6.42,0,0,1.07,1.07,1.07,0,0,0
21Day,0,0,0,4.02,0,1.34,0,1.34,0,0,1.34,0,0,2.68,1.34,0,0,5.35,0,9.37,0,4.02,6.69,1.34,0,1.34,0,5.35,1.34,1.34,4.02,0,1.34,0,0,1.34
3Month,0,1.28,0,6.72,0,0,0.64,0,0.32,0.64,13.12,0,10.56,9.6,1.28,1.28,0.32,0.96,6.08,4.8,1.6,3.2,2.88,0,0.64,0.96,0,0.64,0.32,12.16,0.32,0,1.28,1.6,4.16,4.8
22Month,0,0.55,0.55,2.73,0.55,0,0,0,0,0,9.29,3.83,24.05,2.19,0.55,1.64,0.55,0,5.47,3.83,0,1.09,1.64,1.09,0,2.19,0.55,0.55,0,6.56,0,0,0,0.55,0.55,2.73
