stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,8.17,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,21.4,2.14,0,1.07,0,3.21,0,4.28,5.35,0,1.07,0,0,0,0,1.07,0,0,0,0
21Day,1.34,0,1.34,2.68,0,2.68,0,1.34,0,0,0,8.03,0,1.34,6.69,2.68,2.68,0,1.34,0,0,0,0,2.68,1.34,1.34,0,0,1.34,4.02,2.68,0,0,0,0
3Month,0.32,1.6,4.8,50.87,0.32,0,0.96,0,37.11,1.28,0,228.44,4.8,0.64,87.03,7.36,1.92,4.48,3.52,2.24,0.64,12.16,16.64,0,0.64,10.56,0,0,0.32,6.08,5.76,0,1.28,1.92,1.6
22Month,0,2.19,10.93,35.53,0.55,0,0.55,0,14.76,7.11,1.64,710.1,3.83,1.09,91.84,1.64,0,2.73,5.47,0,16.4,7.11,1.09,0,0,6.56,1.09,2.19,0,1.09,18.04,0.55,0,0,2.19
