stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
72hpf,3.21,2.14,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,5.35,2.14,1.07,0,1.07,0,0,164.75,4.28,9.63,0,3.21,0,0,2.14,3.21,0,0,0,0
21Day,10.71,1.34,25.43,0,8.03,0,2.68,1.34,0,0,6.69,1.34,2.68,5.35,1.34,8.03,4.02,37.48,0,0,2.68,0,339.99,8.03,5.35,1.34,9.37,8.03,1.34,2.68,48.19,50.86,5.35,0,5.35
3Month,0.32,1.28,10.88,2.88,0,0.96,0.32,0.64,0.64,0,6.08,2.24,0,3.84,0,1.28,1.6,17.6,2.24,0,0.32,0.96,313.87,0,0.32,0.32,1.92,0.32,1.6,0,0,0,0,1.6,1.28
22Month,0,0.55,8.2,0,0,0,0,1.09,1.64,2.73,11.48,0.55,0.55,2.19,0,0,2.19,12.03,0,0.55,1.09,0,164,0.55,1.09,0,0,1.64,0,2.73,3.28,0,0,0,0.55
