stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,44.95,0,0,0,0,0,0,0,24.52,0,0,0,0,4.09,65.38,20.43,12.26,0,0,0,0,4.09,171.63,0,0,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,0,0,0,8.56,2.14,1.07,0,1.07,0,0,0,0,0,0,4.28,0,7.49,44.93,2.14,0,0,2.14,0,0,16.05,11.77,0,0,0,1.07,0,0,0,5.35,1.07,2.14,0,0,0
21Day,0,0,2.68,34.8,2.68,2.68,0,9.37,0,0,0,0,4.02,1.34,9.37,4.02,1.34,8.03,6.69,2.68,0,0,0,0,5.35,4.02,5.35,1.34,0,2.68,1.34,0,2.68,8.03,1.34,2.68,0,0,4.02
3Month,0.32,2.24,7.36,63.03,0.32,0,0.64,0.64,14.72,7.04,0.32,0,122.22,6.4,1.6,51.19,7.68,15.04,24,8,0.32,0,7.04,5.12,5.12,0.64,8.64,3.52,0,0.64,3.84,0.32,35.51,1.6,0,1.28,0.96,28.16,7.04
22Month,0,3.28,4.92,15.31,0.55,0,1.09,0.55,8.2,10.93,3.28,0,164,4.37,1.09,53.57,1.09,3.28,19.13,4.92,0,2.73,0,0,6.01,0.55,4.37,1.64,3.83,0,1.09,0,7.65,2.19,2.73,0,0,0,2.19
