stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,1.07,0,0,0,0,0,0,0,0,1.07,0,1.07,2.14,2.14,2.14,0,0,0,0,7.49,11.77,0,0,0,0,0,0,0,0,0,0,0,0
21Day,14.72,4.02,2.68,58.9,2.68,0,13.39,0,0,0,0,2.68,2.68,56.22,0,2.68,29.45,21.42,28.11,0,0,1.34,0,13.39,14.72,0,1.34,16.06,5.35,0,2.68,1.34,1.34,1.34,0,0,20.08
3Month,0.32,2.88,8,28.48,0.32,0.32,1.6,0.32,22.4,7.36,0,38.07,8,7.68,78.71,1.28,4.8,13.12,4.16,0.32,0,2.56,1.28,0.64,0,1.6,0.32,0.32,2.56,7.36,0,0,0,0,2.88,1.28,22.72
22Month,0,3.28,6.01,7.65,0,0,0.55,0,4.37,8.75,2.19,79.81,2.73,5.47,50.29,0.55,0,11.48,6.01,0,2.19,0.55,0,1.09,0,1.64,0.55,0,0.55,0.55,0.55,0,0,0,0,0,4.92
