stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,4.09,0,0,4.09,0,12.26,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0
21Day,2.68,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.64,21.76,1.28,0.32,4.48,5.12,0,0,12.8,2.56,0,1.92,3.84,1.92,4.16,2.56,0.32,0.96,0.64,0,0,0.96,0,0.64,25.6,0,0.32,36.47,0.96
22Month,0,0,8.2,0,0,0,2.73,0.55,0,9.29,0,0,2.73,1.09,1.09,1.09,1.64,0,0,0,0,0,0.55,0.55,0,6.56,1.09,1.09,0,0.55
