stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,20.43,0,4.09,0,4.09,0,0,0,0,0,0,0,8.17,8.17,16.35,53.12,0,0,0,0,8.17,167.54,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,9.63,4.28,0,5.35,1.07,1.07,0,1.07,0,0,0,1.07,0,0,0,11.77,21.4,4.28,17.12,0,2.14,0,0,34.23,29.95,2.14,0,22.47,6.42,0,0,0,2.14,0,0,0
21Day,9.37,0,1.34,17.4,0,4.02,0,1.34,0,0,0,5.35,0,2.68,8.03,2.68,2.68,1.34,28.11,0,0,1.34,0,8.03,14.72,0,1.34,8.03,1.34,1.34,1.34,2.68,0,0,0,0
3Month,3.52,3.52,2.56,72.63,1.28,0,1.92,2.88,6.72,9.92,0.64,303.63,14.4,4.8,52.15,6.72,16.96,16.32,43.19,12.8,0,4.48,8.96,2.56,1.6,3.84,1.92,0.64,8.96,171.49,2.56,0,1.6,3.52,34.87,11.2
22Month,2.19,13.12,3.28,24.6,0,0,3.83,3.83,6.56,12.57,9.29,346.03,6.01,10.93,60.68,0.55,9.29,25.69,44.83,1.09,6.56,4.37,0.55,3.28,0.55,4.37,6.01,1.64,0,60.13,2.19,1.64,1.09,0.55,0.55,4.92
