stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,44.95,0,0,0,0,0,4.09,0,0,0,0,0,81.73,8.17,32.69,0,0,0,0,8.17,73.56,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,3.21,0,0,0,0,0,0,5.35,9.63,0,21.4,0,0,0,0,81.3,8.56,0,0,0,7.49,0,7.49,0,0,0,21.4,0,0,0
21Day,2.68,0,0,28.11,0,1.34,0,0,0,0,0,0,0,1.34,2.68,12.05,1.34,10.71,0,1.34,0,0,33.46,5.35,0,1.34,0,1.34,0,17.4,0,0,2.68,1.34,0,0,0
3Month,0,0.96,1.6,29.44,0.32,0,3.84,3.2,0,0,20.8,5.44,0.64,6.4,3.2,6.72,3.52,6.72,1.6,0,1.6,4.48,3.84,0,1.6,0.96,0,0.64,5.76,777.48,0.64,0.32,0,0.32,2.88,42.87,3.52
22Month,0,3.83,1.64,32.25,0,0,2.19,12.57,7.11,0,42.09,3.83,0.55,8.75,0,1.09,3.83,6.01,0.55,2.73,2.19,1.09,8.2,0,1.09,0.55,303.94,0,0.55,162.36,0.55,0,0,0,0,0,0
