stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,8.17,0,4.09,0,0,0,0,0,0,0,0,0,4.09,4.09,32.69,0,0,0,0,12.26,322.83,0,0,12.26,0,0,0,0,0,0,0
72hpf,8.56,2.14,8.56,2.14,2.14,0,0,1.07,0,0,0,2.14,0,3.21,8.56,1.07,17.12,0,1.07,0,0,59.91,92,1.07,0,13.91,3.21,0,8.56,1.07,0,0,0
21Day,4.02,1.34,24.09,0,2.68,4.02,0,1.34,0,0,0,2.68,0,0,8.03,1.34,17.4,0,0,4.02,0,21.42,30.79,0,1.34,9.37,1.34,0,5.35,0,0,0,4.02
3Month,0,0.96,11.52,0,0,0,0.96,0.96,0,8.32,0,0.32,2.24,0.64,2.88,2.88,3.2,0.32,0,0.64,0.96,0,0,0.96,0.32,0.64,0,13.12,0,0,0.64,4.8,5.44
22Month,0,0.55,2.73,0,0,0.55,0,1.09,0.55,6.56,0.55,1.09,3.83,0,0.55,0,3.83,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0.55
