stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,36.78,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,2.14,1.07,0,0,0,0,0,0,0,0,0,2.14,7.49,0,7.49,0,0,1.07,0,51.35,11.77,0,5.35,0,0,4.28,1.07,0,0,0,0
21Day,1.34,0,0,10.71,1.34,2.68,0,0,0,0,0,0,0,1.34,0,0,1.34,0,10.71,0,0,2.68,0,13.39,4.02,0,2.68,1.34,0,2.68,0,0,0,0,4.02
3Month,0.32,1.28,0.32,14.72,0,0,0,0.96,1.6,0.32,0,11.52,0.64,0.32,3.52,0,2.56,2.88,5.12,1.28,0,0.96,0.64,0.32,0,0.64,0,0.64,81.27,1.28,0,0,1.28,20.8,2.56
22Month,0,4.37,1.64,5.47,0,0,0.55,0.55,8.2,8.2,0,67.24,1.09,1.09,7.11,0.55,0.55,6.01,10.93,0,1.64,0,1.09,1.09,0,1.09,0,0.55,54.67,0,1.09,0.55,0,0.55,3.28
