stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0,0,1.07,7.49,0,4.28,0,0,0,0,4.28,5.35,0,0,0,6.42,0,0,2.14,0,0,0,0,0
21Day,5.35,0,0,10.71,0,1.34,0,0,0,0,0,1.34,0,0,1.34,12.05,1.34,16.06,0,0,4.02,0,1.34,2.68,0,0,0,5.35,1.34,1.34,2.68,0,4.02,0,0,0
3Month,0,0.96,0.32,9.28,0,0,0.32,0.64,0.96,0,19.84,1.6,0.32,3.2,2.56,6.72,1.28,3.2,0.96,0,0,0.32,0.32,0,1.28,0,0,0,0.64,19.2,0.32,0.32,0,1.28,5.44,0.96
22Month,0,2.19,0,7.11,0,0,0,0,4.37,7.65,98.94,1.64,0.55,4.37,0.55,4.37,1.64,5.47,0,0.55,0.55,0,0,0,0,0.55,0.55,0,0,3.28,2.19,3.83,0,0,0,0
