stage,Epithelial_cell,Erythrocyte,Immune_progenitor_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia,Retinal_pigment_epithelial_cell
24hpf,8.17,0,0,0,4.09,16.35,0,0,77.64,0,0,4.09
72hpf,0,1.07,1.07,0,0,3.21,0,9.63,4.28,2.14,1.07,0
21Day,0,0,0,1.34,0,5.35,1.34,2.68,1.34,5.35,0,0
