stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,16.35,4.09,0,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,1.07,1.07,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0
21Day,1.34,0,1.34,13.39,0,1.34,0,2.68,1.34,0,0,0,0,0,1.34,0,0,8.03,2.68,9.37,0,0,0,0,4.02,4.02,0,0,2.68,0,0,2.68,0,0,0,0
3Month,0,1.6,0.96,14.72,0.32,0,0.32,0.32,14.4,7.68,0,0,39.35,11.2,0.64,9.6,1.28,5.12,8.64,8.32,2.56,0,3.2,1.28,0.32,0,1.6,0.64,0,0.96,10.88,0.32,0.32,0.96,8,7.36
22Month,0,3.28,0.55,6.01,0,0,0,0,6.01,20.23,2.19,0,54.12,2.73,0,14.21,1.09,1.09,17.49,8.2,0,1.64,2.19,0,0,0,1.09,0,0,0,1.64,0.55,0,1.64,0,2.19
