stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,9.63,0,0,0,0,158.33,9.63,0,4.28,10.7,0,0,4.28,0,0,0,0,0
21Day,1.34,0,0,4.02,1.34,4.02,0,0,0,0,0,0,0,0,1.34,0,1.34,0,22.76,0,0,1.34,0,33.46,1.34,0,2.68,24.09,0,0,1.34,0,1.34,0,0,1.34
3Month,0,0.32,0.32,8,0,0,0,1.6,3.52,0,0,21.44,3.84,0,3.2,0,1.6,2.56,28.16,17.6,0,0.96,0.32,1.28,0.96,2.24,0.64,0.32,0.64,18.24,0.64,0,0,0.64,8.32,1.28
22Month,0,3.28,0.55,3.28,0,0,1.09,1.09,5.47,2.73,0,118.08,3.28,0.55,9.84,0.55,0,3.28,15.85,1.09,3.28,0.55,0,1.64,2.19,1.64,1.64,0.55,0.55,6.01,1.09,1.09,0,0.55,0,0.55
