stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,2.14,1.07,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,0,0,0,239.63,6.42,17.12,1.07,5.35,2.14,0,0,0,0,0,0,0
21Day,1.34,0,0,1.34,0,9.37,0,0,0,0,0,1.34,0,0,1.34,0,2.68,0,12.05,0,0,0,0,211.49,13.39,14.72,0,2.68,1.34,0,9.37,2.68,0,0,0,5.35
3Month,1.6,1.92,0.96,8.96,0,0,4.16,0.32,0.96,2.88,0,12.16,7.04,0.64,2.24,0.64,5.44,2.88,9.28,9.6,0,2.88,0.64,15.68,4.48,155.82,0.64,0.32,0.96,4.8,4.8,0,11.2,2.56,0.32,1.28
22Month,0.55,1.09,0.55,4.92,0,0,0.55,0,0,3.28,1.64,24.6,0,1.09,3.83,0,0.55,2.19,3.83,1.09,0.55,0,1.09,13.67,0,95.12,1.09,0,0,3.83,9.29,0,0,0,0,2.19
