stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cone_cell,T_cell
24hpf,0,0,4.09,245.18,0,65.38,0,4.09,4.09,0,4.09,0,0,163.46,4.09,0,4.09,49.04,0,4.09,0,0,0,0
72hpf,1.07,0,0,144.42,0,71.68,0,0,0,0,17.12,0,2.14,2.14,4.28,0,5.35,5.35,0,1.07,0,1.07,1.07,0
21Day,1.34,1.34,10.71,410.93,0,489.9,0,0,8.03,1.34,25.43,0,8.03,6.69,5.35,1.34,5.35,2.68,0,2.68,12.05,5.35,2.68,0
3Month,0,0.64,1.28,0,4.16,21.12,9.6,0,0.96,6.08,2.24,0.64,0,0.96,0.64,0,0,0,0,0,0.64,0,0,0.64
22Month,0,0,0,0,1.64,15.85,1.64,0,1.09,0.55,11.48,0,0,0.55,0,0,0,0,0.55,0,0.55,0,0,0.55
