stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,81.73,0,682.43,0,0,0,0,0,0,0,20.43,0,0,0,0,12.26,8.17,0,592.53,0,0,0,4.09,40.86,343.26,0,0,0,28.6,0,0,0,0,0,36.78,0,0,0
72hpf,34.23,62.05,0,305.96,10.7,6.42,0,0,0,0,0,0,1.07,0,1.07,0,94.14,217.17,0,192.56,0,32.09,9.63,0,132.65,109.12,1.07,0,0,243.91,10.7,0,7.49,0,0,74.89,0,0,0
21Day,29.45,5.35,5.35,380.14,4.02,17.4,0,6.69,0,2.68,1.34,0,6.69,1.34,10.71,1.34,17.4,66.93,4.02,145.9,0,0,20.08,0,32.12,34.8,2.68,2.68,0,344,36.14,0,2.68,1.34,8.03,57.56,0,0,4.02
3Month,0.96,12.16,0.32,245.4,0.32,0,1.28,0,12.16,2.88,1.28,0,21.44,2.88,0.64,6.72,18.56,216.93,15.36,66.23,1.6,0,4.8,1.6,2.56,0.64,11.2,4.48,0,1.92,3.84,35.19,0,0.32,0,3.84,16.64,13.12,3.84
22Month,1.09,12.57,1.09,150.88,0.55,0,1.09,1.09,16.95,3.83,41.55,0,100.58,1.64,2.73,3.28,5.47,45.92,3.83,30.61,0,2.19,5.47,0,3.83,0.55,10.39,0.55,3.28,0.55,2.19,31.71,0.55,0.55,0,1.09,0.55,0,2.19
