stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,10.7,0,0,0,0,0,0,0,0,0,3.21,2.14,0,2.14,0,0,0,0,41.72,12.84,0,1.07,0,0,0,5.35,0,0,1.07,0,0,0
21Day,6.69,1.34,0,6.69,37.48,0,1.34,0,4.02,0,0,0,8.03,1.34,0,0,6.69,14.72,0,0,1.34,0,48.19,22.76,1.34,4.02,8.03,1.34,0,2.68,5.35,21.42,1.34,0,0,6.69
3Month,0.64,4.16,0,18.24,0,1.28,0.32,0.64,15.36,0.32,22.08,13.12,0.96,4.16,2.56,2.88,6.08,4.48,0.32,0,2.88,0.96,2.24,0.96,2.56,0.32,0,1.92,4.8,0,0,0,0.32,6.08,0.32,2.88
22Month,6.01,2.73,0.55,7.65,0,0,0.55,0.55,17.49,0.55,57.4,7.65,2.19,7.65,1.64,0.55,7.65,5.47,0,1.64,1.64,0.55,0,0,1.09,1.64,0,0,1.09,1.09,1.64,0,0,1.64,0,3.28
