stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,32.69,0,32.69,0,0,0,0,0,0,286.05,0,0,0,0,0,0,4.09,8.17,0,0,0,0,12.26,678.34,12.26,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0
72hpf,21.4,21.4,0,20.33,200.05,11.77,0,0,1.07,0,0,0,0,1.07,0,6.42,46,1.07,14.98,0,2.14,1.07,0,1257,148.7,18.19,7.49,0,18.19,0,0,1.07,44.93,0,3.21,2.14,0,0,0
21Day,89.68,2.68,0,38.82,141.88,18.74,2.68,1.34,2.68,0,0,0,6.69,2.68,4.02,0,26.77,14.72,9.37,0,2.68,9.37,0,488.56,46.85,6.69,1.34,0,12.05,21.42,0,1.34,18.74,4.02,2.68,1.34,0,0,0
3Month,3.52,83.19,0.96,120.3,91.83,0,0.32,74.87,3.2,0.64,0,25.6,36.47,0,11.2,20.16,9.28,10.88,4.48,1.6,0,122.86,3.84,79.67,1.28,54.71,1.6,0,0.32,6.4,0.32,63.99,5.76,0.64,0,1.92,5.44,9.92,3.84
22Month,0,69.97,3.28,95.66,41,0,0,32.8,6.56,3.83,0,59.59,45.92,1.09,12.03,6.56,4.92,8.2,5.47,0.55,1.64,65.05,1.09,45.92,1.09,85.28,1.64,0.55,0,1.64,0,65.05,18.04,0,0,0.55,0.55,0,2.19
