stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,24.52,0,32.69,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,32.69,0,0,0,0,24.52,167.54,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,10.7,6.42,0,14.98,2.14,0,0,0,0,0,0,0,0,0,0,0,12.84,0,26.74,0,1.07,2.14,1.07,5.35,17.12,0,0,24.61,0,0,10.7,0,1.07,0,0,0
21Day,9.37,4.02,1.34,33.46,0,1.34,0,0,0,0,0,1.34,0,0,0,5.35,25.43,1.34,30.79,0,0,5.35,0,10.71,16.06,0,0,17.4,1.34,0,0,1.34,0,0,0,1.34
3Month,0,3.52,0,46.71,0.32,0,0.64,0.32,3.52,3.2,0,20.48,1.6,0,13.12,1.6,18.56,2.24,13.76,2.56,0,1.6,3.84,0.32,0.32,0,0.96,0,2.24,8.96,1.6,0,0,3.52,104.94,0.32
22Month,0.55,24.05,0.55,27.88,0.55,0,0,0,3.28,3.28,18.04,100.58,0.55,1.09,16.95,0.55,8.2,2.19,19.68,0.55,2.19,0,0.55,0,0,0.55,0,1.09,0,0.55,2.19,0,0.55,1.09,1.64,0
