stage,Endothelial_cell,Epithelial_cell,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast
24hpf,0,0,0,0,0,0,0,0,49.04,0
72hpf,1.07,0,0,0,0,1.07,1.07,33.16,3.21,2.14
21Day,0,0,0,0,1.34,0,0,20.08,2.68,0
3Month,0,0,0.64,0,0,0,0,0,0,0
22Month,0,0.55,2.19,0.55,0,0,0,0,0,0
